,Fecha,Abrir,Máx.,Mín.,Cierre,Cierre ajus.,Volumen,rendimientos
79,2016-09-30,2157.57380952381,2166.8133333333335,2147.269047619048,2157.6909523809527,2157.6909523809527,3667791428.571429,-5.882120005257709e-05
80,2016-10-31,2146.1847619047617,2151.3242857142855,2137.057142857143,2143.0209523809526,2143.0209523809526,3472168095.2380953,-0.0009341324811756492
81,2016-11-30,2161.84,2171.8414285714284,2154.512380952381,2164.985714285714,2164.985714285714,4211684761.904762,0.0016001653554986298
82,2016-12-31,2246.137619047619,2253.5833333333335,2240.177142857143,2246.6290476190475,2246.6290476190475,3587835714.285714,0.0008589096691313297
83,2017-01-31,2273.532,2279.3645,2266.7555,2275.116,2275.116,3528821000.0,0.0008863149046504816
84,2017-02-28,2325.585263157895,2332.785263157895,2321.1936842105265,2329.9105263157894,2329.9105263157894,3645312631.5789475,0.0019222682952334622
85,2017-03-31,2366.868695652174,2373.9391304347823,2359.048260869565,2366.822173913043,2366.822173913043,3550609130.4347825,-1.6926345223465188e-05
86,2017-04-30,2360.15,2367.174736842105,2352.3247368421053,2359.3094736842104,2359.3094736842104,3440518947.368421,0.0004763231872861642
87,2017-05-31,2394.47,2399.505,2388.617272727273,2395.345909090909,2395.345909090909,3623611818.181818,0.0005231690175268616
88,2017-06-30,2434.683636363636,2440.374090909091,2426.2895454545455,2433.9854545454546,2433.9854545454546,3685400454.5454545,0.0002182855706069082
89,2017-07-31,2453.0395,2458.224,2447.264,2454.1025,2454.1025,3167404500.0,0.0009581980756846629
90,2017-08-31,2456.75,2463.660869565217,2449.4808695652173,2456.223043478261,2456.223043478261,3077604347.826087,2.37540459267728e-05
91,2017-09-30,2491.3325,2496.2079999999996,2486.3064999999997,2492.841,2492.841,3331206000.0,0.0009559478601624269
92,2017-10-31,2555.807272727273,2560.427727272727,2551.009090909091,2556.997272727273,2556.997272727273,3231297727.2727275,0.0009975272217411383
93,2017-11-30,2590.3061904761903,2597.43,2585.022380952381,2593.6057142857144,2593.6057142857144,3496045714.285714,0.0013188340633642182
94,2017-12-31,2666.07,2672.39,2658.469,2664.3405,2664.3405,3276585000.0,0.0004891801952181436
95,2018-01-31,2785.6866666666665,2796.4238095238097,2777.7214285714285,2789.8038095238094,2789.8038095238094,3681842380.952381,0.002602734180334533
96,2018-02-28,2710.269473684211,2736.1094736842106,2681.7326315789473,2705.1552631578948,2705.1552631578948,4207051052.631579,-0.0020908481913642692
97,2018-03-31,2707.8599999999997,2725.3214285714284,2685.0614285714287,2702.7738095238096,2702.7738095238096,3657328095.2380953,-0.0012977387120853435
98,2018-04-30,2657.6414285714286,2673.0561904761903,2636.618571428571,2653.625238095238,2653.625238095238,3342604761.904762,0.0001292910355775542
99,2018-05-31,2699.121818181818,2710.0295454545453,2686.4809090909093,2701.4936363636366,2701.4936363636366,3455082727.2727275,0.0009717364728471767
100,2018-06-30,2754.9714285714285,2764.362857142857,2744.1795238095237,2754.3528571428574,2754.3528571428574,3709112380.952381,0.00023003397603820687
101,2018-07-31,2789.537142857143,2800.5442857142857,2782.0319047619046,2793.6433333333334,2793.6433333333334,3090395238.095238,0.0016851419036570934
102,2018-08-31,2854.5456521739134,2864.491739130435,2848.4508695652175,2857.8204347826086,2857.8204347826086,3022742173.9130435,0.0012962748549214995
103,2018-09-30,2901.57,2909.996842105263,2893.745789473684,2901.5005263157896,2901.5005263157896,3317447894.736842,0.00022553193264852395
104,2018-10-31,2796.075652173913,2812.884347826087,2766.0534782608693,2785.4647826086957,2785.4647826086957,3996999130.4347825,-0.0031273630024200106
105,2018-11-30,2719.651904761905,2739.0104761904763,2702.0366666666664,2723.2314285714288,2723.2314285714288,3839048571.428571,0.0008429417504425936
106,2018-12-31,2580.702631578947,2603.922105263158,2539.4947368421053,2567.3073684210526,2567.3073684210526,4429588421.052631,-0.005066594058846115
107,2019-01-31,2597.8985714285714,2617.177142857143,2584.994761904762,2607.3900000000003,2607.3900000000003,3850470000.0,0.0036067692775416872
108,2019-02-28,2750.142105263158,2761.412631578947,2742.447894736842,2754.8642105263157,2754.8642105263157,3717830000.0,0.0015418733150891165
109,2019-03-31,2803.595238095238,2815.7657142857142,2789.842857142857,2803.9838095238097,2803.9838095238097,3769507619.047619,0.0008459781827152545
110,2019-04-30,2900.810476190476,2908.7619047619046,2892.6480952380953,2903.8,2903.8,3337636666.6666665,0.0018362064972900012
111,2019-05-31,2855.3527272727274,2870.2309090909093,2838.755,2854.7059090909092,2854.7059090909092,3511397272.7272725,-0.003092767675145651
112,2019-06-30,2887.686,2900.7435,2878.5615000000003,2890.166,2890.166,3562531500.0,0.003332915976712072
113,2019-07-31,2995.7922727272726,3003.9077272727272,2984.145,2996.1136363636365,2996.1136363636365,3209066818.181818,0.000592853066955029
114,2019-08-31,2901.2200000000003,2917.8186363636364,2876.745,2897.4504545454547,2897.4504545454547,3648600909.090909,-0.0008298776234033941
115,2019-09-30,2982.083,2992.096,2968.6145,2982.156,2982.156,3708949000.0,0.0008517620261838958
116,2019-10-31,2976.953913043478,2990.413043478261,2964.9547826086955,2977.675217391304,2977.675217391304,3379158260.869565,0.0008793834601274559
117,2019-11-30,3101.5595000000003,3109.3900000000003,3094.3295,3104.9044999999996,3104.9044999999996,3620531000.0,0.001674014578966145
118,2019-12-31,3175.2633333333333,3183.9542857142856,3167.5661904761905,3176.749523809524,3176.749523809524,3444073333.3333335,0.0013423210005852073
119,2020-01-31,3276.805714285714,3289.6985714285715,3264.3461904761907,3278.202857142857,3278.202857142857,3680380000.0,-7.759126617225903e-05
120,2020-02-29,3285.607368421053,3302.2105263157896,3259.6294736842106,3277.314210526316,3277.314210526316,4444031052.631579,-0.004624185312431841
121,2020-03-31,2653.187727272727,2714.1095454545452,2578.604090909091,2652.3936363636367,2652.3936363636367,7372062727.272727,-0.006075807663316681
122,2020-04-30,2758.6090476190475,2789.5714285714284,2730.0895238095236,2761.975238095238,2761.975238095238,5886102857.142858,0.005686709344638367
123,2020-05-31,2919.7055,2942.1215,2895.0775000000003,2919.6085,2919.6085,5356759500.0,0.0022143245115265357
124,2020-06-30,3106.2736363636363,3130.545,3074.186818181818,3104.6609090909087,3104.6609090909087,5975403636.363636,0.0008282445910937897
125,2020-07-31,3203.598636363636,3223.7863636363636,3182.51,3207.6190909090906,3207.6190909090906,4405824090.909091,0.002438035382238571
126,2020-08-31,3384.8900000000003,3399.8833333333337,3374.2633333333333,3391.71,3391.71,3926977142.857143,0.00322471914712636
127,2020-09-30,3373.977142857143,3398.818095238095,3336.7909523809526,3365.516666666667,3365.516666666667,4395751428.571428,-0.0019056239639804596
128,2020-10-31,3423.191363636364,3445.0236363636363,3397.303636363636,3418.7,3418.7,4088135454.5454545,-0.0012752581972586049
129,2020-11-30,3543.4300000000003,3569.3415,3526.2205000000004,3548.9925000000003,3548.9925000000003,5062359000.0,0.005107322415920197
130,2020-12-31,3692.0054545454545,3707.620909090909,3677.320909090909,3695.3100000000004,3695.3100000000004,4380712727.272727,0.0016567726037825482
131,2021-01-31,3797.3873684210525,3818.1357894736843,3768.962105263158,3793.748421052632,3793.748421052632,5585147368.421053,-0.0005894272011548547
132,2021-02-28,3878.7931578947373,3901.0957894736844,3856.7331578947365,3883.432105263158,3883.432105263158,5214858947.368421,0.001355626298269754
133,2021-03-31,3906.6847826086955,3935.7130434782607,3883.1069565217394,3910.508260869565,3910.508260869565,5320484782.608696,0.0018070786390192572
134,2021-04-30,4133.939523809524,4152.001428571429,4122.001904761905,4141.176190476191,4141.176190476191,3958290000.0,0.002433205814966389
135,2021-05-31,4167.33,4187.0785000000005,4146.478,4167.8495,4167.8495,4416093000.0,0.00027357532760109856
136,2021-06-30,4236.976818181818,4249.386363636364,4223.202727272727,4238.489545454546,4238.489545454546,4661099090.909091,0.0009986745475391982
137,2021-07-31,4358.000952380952,4375.644761904762,4341.074285714286,4363.7128571428575,4363.7128571428575,4012172380.952381,0.0010711061546068272
138,2021-08-31,4448.834090909091,4464.4972727272725,4436.474090909091,4453.965909090909,4453.965909090909,3659125454.5454545,0.0012990023167585884
139,2021-09-30,4457.234761904761,4473.472857142857,4429.424285714286,4445.543333333333,4445.543333333333,4072802857.142857,-0.002320845856410577
140,2021-10-31,4449.715714285714,4476.626666666667,4433.933333333333,4460.7071428571435,4460.7071428571435,3821600000.0,0.003183724276103495
141,2021-11-30,4670.93761904762,4688.184761904762,4649.419047619048,4667.386666666666,4667.386666666666,4203278095.2380953,-0.0003985071952851731
142,2021-12-31,4669.681818181818,4701.581818181819,4642.169545454545,4674.772727272727,4674.772727272727,4215917272.7272725,0.0019403914218384768
143,2022-01-31,4585.263,4619.576,4528.0419999999995,4573.8155,4573.8155,4778144500.0,-0.002700907493250921
144,2022-02-28,4436.878947368421,4473.607368421053,4392.072631578948,4435.98052631579,4435.98052631579,4877247894.736842,-0.0016769889936275324
145,2022-03-31,4388.294347826087,4424.881739130435,4351.57,4391.265217391305,4391.265217391305,5371576521.73913,0.0015281842776638515
146,2022-04-30,4409.360500000001,4439.264499999999,4361.1265,4391.296,4391.296,4518392000.0,-0.004603391648021754
147,2022-05-31,4037.78,4082.1880952380952,3986.214285714286,4040.3599999999997,4040.3599999999997,5183828095.238095,2.5353555334779268e-06
148,2022-06-30,3908.924285714286,3942.405238095238,3864.07,3898.9466666666667,3898.9466666666667,5053176666.666667,-0.004173884499055881
149,2022-07-31,3893.2409999999995,3931.058,3866.2409999999995,3911.7295,3911.7295,4084416000.0,0.004360067213711239
150,2022-08-31,4164.375652173913,4189.813043478261,4136.988260869565,4158.563043478261,4158.563043478261,4010971739.130435,-0.0018855226611233736
151,2022-09-30,3860.814285714286,3890.2285714285717,3817.5485714285714,3850.520476190476,3850.520476190476,4487667619.047619,-0.004669009490648775
152,2022-10-31,3712.3604761904767,3761.6314285714284,3683.41,3726.050952380953,3726.050952380953,4563036190.476191,0.003658790580749611
153,2022-11-30,3914.5790476190477,3945.927142857143,3883.6880952380952,3917.488571428571,3917.488571428571,4412948095.238095,0.002493235463105461
154,2022-12-31,3922.1057142857144,3943.496666666667,3884.2719047619044,3912.3809523809523,3912.3809523809523,4059491904.7619047,-0.0028943713832612935
155,2023-01-31,3948.5795,3982.2375,3925.3295,3960.6565,3960.6565,4038190500.0,0.002996057893951614
156,2023-02-28,4093.8376470588237,4119.906470588236,4063.400588235294,4095.0470588235294,4095.0470588235294,4219644117.647059,-0.0007607179056659599
